2.6914502164502156,3.010714285714285
2.555712494441001,3.0171326971273706
2.4297811522320605,3.0150354631519587
2.313656189823392,3.004422583788048
2.207337607214998,2.98529405903564
2.1108254044068766,2.957649888894732
2.0241195813990287,2.921490073365327
1.9472201381914536,2.876814612447423
1.8801270747841514,2.82362350614102
1.822840391177123,2.76191675444612
1.7753600873703677,2.691694357362721
1.7376861633638852,2.6129563148908233
1.7098186191576759,2.525702627030427
1.6917574547517398,2.429933293781533
1.683521836137437,2.3258531075569064
1.6859269995753032,2.2221730292263433
1.6994050144832773,2.1235098060751487
1.7239558808613595,2.029863438103323
1.7595795987095504,1.941233925310867
1.8062761680278496,1.8576212676977804
1.8640455888162568,1.7790254652640631
1.9328878610747724,1.705446518009714
2.0128029848033964,1.6368844259347346
2.103790960002128,1.5733391890391244
2.205851786670969,1.5148108073228828
2.3124575263018747,1.4644163568783717
2.4164162382131638,1.4255899733563688
2.5177237539701673,1.3983336471751393
2.616380073572886,1.3826473783346847
2.7123851970213195,1.3785311668350042
2.8057391243154663,1.3859850126760973
2.8964418554553286,1.405008915857965
2.984493390440906,1.435602876380607
3.069893729272197,1.477766894244023
3.152642871949203,1.5315009694482133
3.2325338461693933,1.5964250505369082
3.306251541424709,1.6664517888123496
3.372642356659055,1.7394628923293682
3.43170629187243,1.8154583610879644
3.4834433470648345,1.8944381950881373
3.527853522236269,1.976402394329888
3.5649368173867324,2.061350958813216
3.594693232516224,2.149283888538121
3.617122767624747,2.240201183504604
3.6322254227122985,2.3341028437126634
3.6400011977788793,2.4309888691623005
3.6404500928244903,2.530859259853516
3.6335721078491297,2.6337140157863073
3.6193672428527996,2.739553136960677
3.597835497835498,2.8483766233766232
